name,line
giannakisftw,@H Chof 🍈  OT =?
Nodtriel,👍
giannakisftw,"in my dream, helen was an AI expert"
Nodtriel,You escaped the toilet?
giannakisftw,i can easily see a risitas video over this champion!!!!
Con,soon
Con,<:eqeqeq:534427246488977418>
Mel0n,https://tenor.com/view/animalcrossing-gif-8640085
giannakisftw,"bitch, deep inside u , u know u wanna be here 😉"
Kahlan,"melon shared it a few days ago, tis funny"
giannakisftw,i dont recall any one else who has spam abilities like cass
Mel0n,It's aftiou
Con,especially when he gets excited
Kahlan,"What bird is this.
Arya went flying out the window when she saw it and is now trying to murder it."
Almond™ of the day.,https://tenor.com/view/andy-samberg-brooklyn99-jake-peralta-cool-gif-12063970
Almond™ of the day.,She
Nodtriel,"""only"""
Kahlan,oooh
Meldanen ( ͡° ͜ʖ ͡°),Unless I stay where I am
Kahlan,More carrot roll
giannakisftw,welp... time to slaughter 12 random monsters xD
Con,"i got that on steam. git gud, epic"
giannakisftw,aw!!!! ❤️
Con,https://www.youtube.com/watch?v=jLwGp7osyvE
Mel0n,gimme my lip balm sib
Mel0n,my living room faces east and my bedroom faces south
Mel0n,but also in general but she's used them before so
giannakisftw,"anne skliro to kreas tou, na piasoume to elafaki, na to paroume se 1 spa, na tou kamoume massage na xalarosoun oi mies, ( na plirosoume je extra gia happy end, why not? 😛 ) je meta na to psisoume!"
Mel0n,kiri sat on my open laptop and pressed some shortcut keys that fucked up my display and now it's all wonky
Con,"almost, he was released in january"
Nodtriel,-skip
Nodtriel,"lol noobs, just pour your drink on it"
Con,oh looks like it's the older one i've seen
Con,the one doing a *m e w* at around 0:10 ❤
Con,"<:eqeqeq:534427246488977418> 
🙏🏾"
Mel0n,i love all your choices up to now
Kahlan,🤣
Con,petition for Turok to cosplay maroulla
Con,yes
Mel0n,no thanks
milkypaws,"but for an upcoming freelancer, its very expensive"
Nodtriel,According to Google Maps and the compass on my phone my room actually faces true South
milkypaws,The pillar on her left is the other wedding dress I posted above
giannakisftw,it was morrde
Almond™ of the day.,"Oh, they're listing names so I guess it's a memorial."
Con,<:eqeqeq:534427246488977418>
Almond™ of the day.,He says you haven't progressed technologically from where you were and that you're a little bitch.
Almond™ of the day.,"More literal, but did me a chuckle."
Mel0n,i'm very TRIGGERED
Kahlan,THE FUQ IS THAT
Kahlan,omg same
Mel0n,gn
Kahlan,https://ejmanalaysayyb8pa.wixsite.com/josephmanalaysay
Mel0n,kool
Mel0n,ya know i go for the salt
milkypaws,👀
HITM0N,alla3e to courier sou @H Chof 🍈
giannakisftw,urf is back!
Meldanen ( ͡° ͜ʖ ͡°),I didn't want to be that graphic
Nodtriel,"I started using the numpad to change brush opacity, I have to lift my hand from the tablet to do it but its pretty handy"
giannakisftw,gn
Turok,"But, sure."
giannakisftw,thats the best case scenario. asuming that the 6 passives will stack up together into a total of 240%
giannakisftw,https://www.facebook.com/100043644636839/videos/150123976452423/
Kahlan,STIR THAT SHIT
Con,"to be fair, we haven't gone out in a long time 😂 🥲"
Kahlan,"""i purposefully trudged in horse dung cos she's in a  gross army"""
Nodtriel,"Build portals, put iron in inventory, log out, log in to other world, store iron, log in to cursed world, go through portal, log out, log in to other world, pick up iron, log out, log in to cursed world"
Nodtriel,The latest D&D episode
Con,Ultra Sibling and Super Niereo
Almond™ of the day.,Both maybe
Mel0n,make sure it's fulfilled by amaxon
Con,Ofc I'll have to return tomorrow and next week too
Turok,Preordered it the moment it was announced.
Meldanen ( ͡° ͜ʖ ͡°),Enje epiasa tipote an estiles
Meldanen ( ͡° ͜ʖ ͡°),👀
Almond™ of the day.,lelelel
milkypaws,it will be delayed though because im ordering it along with other things that arent in stock yet
Almond™ of the day.,<:eqeqeq:534427246488977418>
Con,eat ya ramen
Turok,fucking garbo game
Mel0n,oops :>
Almond™ of the day.,You bled everywhere and died.
Mel0n,going through the trouble to put a bucket to save 2 litres is a joke
giannakisftw,rofl... bruh... even snails are fast paced compared to op xD
Almond™ of the day.,<:eqeqeq:534427246488977418>
Nodtriel,Musical boomerang ftw
Meldanen ( ͡° ͜ʖ ͡°),jeezus
Kahlan,I just passed by someone on a long delivery and i could visbily see him shit actual bricks when he saw me approaching on the map
Kahlan,you are contradicting yourself
Mel0n,still hot air though
giannakisftw,"https://giphy.com/gifs/running-fluffy-pomeranian-M1elR4TgD86sM  deja vu i have been in this place before, higher on the street....."
Con,smol pink ❤️
Mel0n,but i cannot stand animal abuse
Mel0n,was hoping to stream it for you
giannakisftw,"u make a team from up to 10 characters, and u make combos of race and classes to stack up buffs"
Mel0n,https://www.japancandystore.com/
Almond™ of the day.,They're very high
giannakisftw,now i am really temped .....
Turok,Which is
Mel0n,i love the valve animations
giannakisftw,"A bit bussy atm, will check it later"
Con,Reginald wants you to uninstall
Mel0n,nu
Mel0n,it's my next prof pic
Mel0n,yah
Almond™ of the day.,"Like the recent palaver they're having with one client. They spent like a month storyboarding, then sent me the storyboard to estimate how long I'd need for it and I was like ""This will need at least 20 days animation."""
Mel0n,🔪
Con,Yeah it's totally that xD
Nodtriel,"I'm pretty sure my neighbours kid is going to grow up to be a psycho
At some point during the summer a cat had kittens, one of the kittens died shortly after it was born and my mother discovered the kid watching it behind our house, when she told him to get rid of it he said that he ""likes to look at it every day"". 

When i found out i ofc went and got rid of it"
Nodtriel,why not 900 gif?
Kahlan,for us 40C is normal when brits pass out at 20c
Con,my brain probably blocked it from my memory 😂
giannakisftw,"Its raw , i asked"
giannakisftw,"when the round starts, the characters fight on their own, ud ont control. u just spactate"
Mel0n,furry pedo
Almond™ of the day.,Girl got TIDDAYS
Mel0n,"yes, so someone unlucky would be less lucky than average"
Con,"Actually they asked me if I wanted to leave today but I told them I prefer tomorrow. I would have to return again tomorrow, anyway"
Kahlan,I wanna git oxygen not included
giannakisftw,<:sadness:534426569406545921>
giannakisftw,meh.... not a good game.
Con,oh no
Con,altered carbon is good
Mel0n,resolve > premiere
Nodtriel,Sea of Thieves
Nodtriel,ofc :P
Mel0n,just trying to show you what a negligible amount 2L is compared to how much you use daily
Almond™ of the day.,don't be ridiculous
Meldanen ( ͡° ͜ʖ ͡°),*turning sound*
Almond™ of the day.,oh my god too cute
Mel0n,"tried to take pics of the case but it's too bright in the room, you see more my reflection than the pc"
Kahlan,"I can't even handle a short drinking session let alone a long one, let alone trash food to top it off"
Mel0n,and just go like that
Kahlan,Omg
Mel0n,accidentally landed on this video https://www.youtube.com/watch?v=WaIoXN-7FjM
milkypaws,"Haven't tried Dominion, no"
Con,Aftiou!!! ❤️
Nodtriel,"Ofc there are, they are super rare, surprised you havent found them yet"
Mel0n,https://m.facebook.com/story.php?story_fbid=203608833552138&id=126653357914353&sfnsn=mo
giannakisftw,rs is a really nice game
Nodtriel,"Finally got round to watching Frozen 2
Whenever they had that tune all i could thing about was this one at the 15 second mark
https://www.youtube.com/watch?v=G-i8HYi1QH0"
Kahlan,"local deliveries you don't get attacked by other players, with long distance ones you can, they steal your goods and can make a profit"
Almond™ of the day.,<:eqeqeq:534427246488977418>
Con,nah it's almost bed time for me
Kahlan,where does  one find peppermint oil
Mudamaid 70,"**CallousVixen**, the roulette is limited to 8 uses per hour. **44** min left.
Upvote Mudae to reset the timer: **$vote**. Twitter: **@​Mudaebot**"
Almond™ of the day.,https://www.facebook.com/watch/?v=4277879042238673
Nodtriel,That was my first thought when i heard about it :P
Meldanen ( ͡° ͜ʖ ͡°),Oofs
Mel0n,hahahha
Mel0n,kiri
Almond™ of the day.,"Just Cyprus lacking things, I guess."
Con,yes dew et!
giannakisftw,watch  closer
Con,"the person who posted this said:
*[ t e a p o t m o d e ]*"
giannakisftw,oh god... the typos....
Con,aaaaaaaaaaaaa *melts*
Mel0n,<:ket:535205017897140224>
Con,<:luv:589353176692555800>
Con,i'll join in a bit
giannakisftw,the church churching xD
Nodtriel,Yeah the melon already shared it :P
giannakisftw,"well, not completely irelevant, i am limited in nicosia, but that not the point."
Mel0n,the pharmacist was kinda rude
Turok,Since when do greeks do High budget aniamtions for their songs.
Con,i can take them permanently?
Nodtriel,https://bionic.com.cy/products?keywords=type%20b
Kahlan,"and if we do, can we please feed our spliced clones a bit better"
Mel0n,Caucasian cattle
giannakisftw,google gave me this notification on my phone completely out of blue
Almond™ of the day.,Ask Mama June
Con,yep 😂
Nodtriel,acne
Con,Yes
Almond™ of the day.,I trigger people :<
Kahlan,don't think i have seen either of the actual vids
Con,thicc snoots are funnier than swollen eyes <:eqeqeq:534427246488977418>
Mel0n,Oh no
Mel0n,i vote to recruit glen and radilapis
Meldanen ( ͡° ͜ʖ ͡°),I miss watching some good trash though
giannakisftw,it was a joke?  as if... i wasnt serius? though  the * duh * part made it clear
Mel0n,and be careful you don't receive a brick instead
Almond™ of the day.,NO TOUCHY DA FACEY
giannakisftw,ate na doume an tha ta kataferoume xD
Almond™ of the day.,xD
Mel0n,there's nothing attractive about a hanging willy
Almond™ of the day.,& the bosses aren't in so can watch full screen >:D
Turok,nu
Nodtriel,Synergy - outland_06
Mel0n,her boobs are on herr sternum
Almond™ of the day.,https://tenor.com/view/disgusting-disgusteng-disgust-gif-5456694
giannakisftw,"well, i do.... should i? 🤔"
giannakisftw,"not gonna lie, i teleported my self to the window to check if we been bombard."
giannakisftw,exactly like this! thats how i look like  KAPPA!!!!
Meldanen ( ͡° ͜ʖ ͡°),Lelelel
milkypaws,Ou peee
Nodtriel,Now I kinda want to kick you out :P
Almond™ of the day.,Most have no feet
giannakisftw,https://giphy.com/gifs/nashvillecmt-cmt-nashville-2vknvVWoAnezFkiMB1
Mel0n,mitty
Mel0n,Tsipit
Kahlan,https://upload.wikimedia.org/wikipedia/en/3/37/Jumpman_logo.svg
Almond™ of the day.,adorable
Mel0n,you decided to use it the one day i deleted it
Mel0n,<:ket:535205017897140224>
Con,i don't like the colors of that switch xD
milkypaws,Perastika!
Con,"what the hecc, the sonic movie is already on pop corn time but the new SW movie is still not on?"
Kahlan,"i mean...for all we know, maybe"
Mel0n,https://www.facebook.com/watch/?v=525167681779352
Kahlan,I have the hover grip on my mouse so the size doesn't really bother me
Meldanen ( ͡° ͜ʖ ͡°),;;omegabonk
Nodtriel,FIRED! The twos of you
Con,"Britches <:luv:589353176692555800> 
https://www.youtube.com/watch?v=FqlwAakQAvQ"
Meldanen ( ͡° ͜ʖ ͡°),So I technically paid for you?
Turok,WHY DO VAGIANS STINK
Kahlan,🤔
Meldanen ( ͡° ͜ʖ ͡°),je exta gia to PCU
Nodtriel,You really have a thing for falling teeth in your dreams
milkypaws,There's also Naked Attraction
Almond™ of the day.,We had them at school in UK.
Mel0n,*bowl is still empty*
Mel0n,how is it supposed to be
Kahlan,https://tenor.com/view/here-we-go-again-mamma-gif-14730040
Con,"switch players are the most superior technically, cause they can do all of that <:eqeqeq:534427246488977418>"
Almond™ of the day.,😂
Con,the top right one though
Kahlan,Sup
Mel0n,lol
giannakisftw,This couldnt be more true
Kahlan,"niiice, we're now not allowed to offer a complaint form to the customer unless they mention ""complain""
This was pretty much the only way to get an annoying little bitch to shut up , now we can't even do that
So what's that gonna do is 
1) make our interactions last longer cos they won't go away and bitch more
2)When nothing is being done the customer will take it out on us and rate us lower
3) we will eat the shit for not keeping cases short and happy happy customers"
Mel0n,didn't i get you gochujang for secret santa?
Con,https://www.youtube.com/watch?v=Qr5EuMxsOic&t=108s
Almond™ of the day.,Helen has seen me butt naked IRL
giannakisftw,the frist episode was beyond bullshit. i understant it was a filer/ introduction for new comers but GOD it was terrible...
Almond™ of the day.,I follow this guy's page on FB. He does 3D print models of this stuff too
Meldanen ( ͡° ͜ʖ ͡°),i volunteer to be his personal volunteer/assistant
Con,and her mount happily eats poop
Meldanen ( ͡° ͜ʖ ͡°),-queue
Kahlan,It stacks.
Con,sardines are also salted
Meldanen ( ͡° ͜ʖ ͡°),It's like a car crash
giannakisftw,"but as u remember, since aughast he started using and we were sharing, and privacy was kaput! and liked that"
Con,it's just a bedsheet 😂
Mel0n,PIXEL DOLLING YAY
Turok,<:uwu:534426569423323147>
Con,koukouvagioues ❤️
Meldanen ( ͡° ͜ʖ ͡°),Floof
Con,<:eqeqeq:534427246488977418>
Mel0n,@Joph 🍋
Con,yakitate ❤️
Nodtriel,https://www.youtube.com/watch?v=Qk7IipIQipE
Meldanen ( ͡° ͜ʖ ͡°),say yes to the dress
El Bonko,"⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄giannakis⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⡀⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⢀⣔⢧⣓⢖⡮⣎⢮⢣⡫⡂⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
   g⠄⠄⠄⠄⠄⠄⠄⠄⢠⡺⣧⣳⢵⡳⡝⡎⣎⢇⢏⢎⢲⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⡠⡄⠄⠄⠄⠄⠄⠄⠄g
   i⠄⠄⠄⠄⠄⠄⠄⡀⡧⣫⡳⡳⡓⡝⢚⢻⢽⢺⢼⢼⢼⡁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠠⣀⢀⠄⠄⣠⢪⢣⠊⠄⠄⠄⠄⠄⠄⠄.i
   a⠄⠄⠄⠄⢀⢠⡪⣞⣝⣞⢮⡳⡱⢌⢂⠢⡑⡸⡸⡹⣝⡾⣄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣀⡱⡀⠈⠄⡀⡮⡪⠊⠄⠄⠄⠄⠄⠄⠄⠄⠄a
   n⠄⠄⠄⢠⢞⣜⢮⢮⢺⢜⢷⢽⢮⢇⢇⢕⢵⡧⣇⢇⢗⡿⡻⠄⠄⠄⠄⠄⠄⢠⠄⢄⠈⠂⠄⢀⢖⢝⠜⠄⠄⡀⠄⠄⠄⠄⠄⠄⠄⠄n
   n⠄⠄⡠⢯⢯⡺⡧⣳⡱⢍⠇⡏⢎⠫⡢⢊⠜⢜⢕⠝⠁⠄⠄⠄⠄⠄⠄⣀⢄⠈⠢⠜⠄⢀⢔⢇⡯⣢⢆⡶⡤⣄⡀⡐⠄⠁⠄⠐⠄⠄n
   a⠄⢠⣝⢵⡫⡿⣝⢮⡪⡣⡓⠜⢔⢑⠌⢔⠨⢂⠢⠡⠄⠄⠄⠄⠄⠄⠄⠙⢆⠅⠄⠄⡆⡧⣫⡺⡼⡪⢷⢽⢯⣗⢯⡆⡄⠄⠄⠄⠄⠄a
   k⠄⣞⢾⢵⡫⡯⣗⣝⢮⢢⠪⡘⡐⢅⢊⠔⡨⠢⡑⡅⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢀⢮⣺⢽⢳⡹⡰⡨⠪⡽⣕⢯⡳⣝⡦⡀⠄⠄⡀⠄k
   i⠄⣞⢽⣝⢮⢯⣺⢮⣳⡳⡵⡸⡨⡢⣑⢑⢌⢎⠪⡢⠄⠄⠄⠄⠄⠄⠄⠄⢠⠪⣳⣟⢮⢳⢕⣽⢪⢘⢜⢜⢮⡳⡽⣕⡯⣖⠄⠄⠄⠄.i
   s⠄⠘⣝⢮⢯⣳⣳⣻⣺⡪⣳⢱⢱⢸⢰⢵⡕⡔⡑⡌⡀⠄⠄⠄⠄⠄⢀⠦⠃⠁⢻⣽⢕⣗⡽⡳⡱⡐⢕⢕⡳⡽⣝⡮⣯⡺⣕⡀⠄⠄s
   ⠄⠄⠈⠹⢳⣳⣻⣞⡧⣏⢮⢪⠪⡪⡪⡳⡽⣰⢨⢊⠪⠪⠢⡢⢄⢔⠍⠄⠄⠄⠈⠈⢑⢗⠝⢜⠰⡘⣜⢼⣝⣞⣗⢯⡳⣝⢮⢆⠄⠄⠄
   ⠄⠄⠄⠄⠄⠈⠘⠷⢟⢮⡳⡱⣑⢌⠪⠨⠪⠺⠸⡨⡢⢄⣀⢰⠍⠄⠄⠄⠄⠄⠄⡀⢘⢌⢎⠪⡪⡪⡮⣗⢗⣗⢽⢕⢯⢮⡳⣯⠄⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠙⡮⡣⡁⠄⠄⠄⠄⠄⠄⠈⠨⡢⡪⠢⠋⠄⠄⠄⠄⠄⠁⠄⠨⡢⡑⡅⢕⠕⣕⢳⢹⢸⢪⢳⡹⡮⡯⡷⡅⠄⠄
   ⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢯⢎⢆⠄⠄⠄⠄⠄⠄⠄⠄giannakis⠄⠄⠈⠂⠑⠘⠐⠑⠘⠘⠘⠘⠘⠊⠙⠙⠙⠋⠃⠄ ⠄"
